readsite,tagsite,distance_km
tucson_1_F,chivato,917.1229806
tucson_2_F,chivato,902.6881349
tucson_3_F,chivato,915.8728883
tucson_4_F,chivato,916.2697725
huachuca_1_F,chivato,817.8303096
tucson_5_F,chivato,913.8477303
tucson_6_F,chivato,926.396755
coronado,chivato,809.6839972
huachuca_2_F,chivato,820.6385946
huachuca_3_F,chivato,812.920365
huachuca_4_F,chivato,837.1120942
organ_pipe,chivato,930.1570724
rincon,chivato,901.0989322
big_hatchet,chivato,856.4308158
silver_city_2_F,chivato,991.1923443
peloncillo_1_F,chivato,858.2570505
silver_city_1_F,chivato,988.189803
silver_city_3_F,chivato,985.8375493
fort_huachuca,chivato,832.867435
chiricahua_1_F,chivato,884.7909878
chiricahua_2_F,chivato,872.6754417
huachuca_5_F,chivato,820.5150463
silver_city_4_F,chivato,962.9089708
cdmx_1_F,chivato,518.1551015
cdmx_3_F,chivato,536.1771627
cdmx_2_F,chivato,534.5716104
azedon,chivato,9.459625362
carmen,chivato,244.6061636
chivato,chivato,0
gitana,chivato,0.781358393
la_capilla,chivato,63.34049765
las_cuevas,chivato,69.71094717
pinacate,chivato,906.6539381
juxtlahuaca,chivato,1350.56575
navachiste,chivato,189.45061
atoyac,chivato,812.9859858
mariana,chivato,618.6007944
organ_pipe_1_h2o,chivato,921.4794436
organ_pipe_2_h2o,chivato,926.4819391
organ_pipe_satellite,chivato,916.1867312
organ_pipe_3_h2o,chivato,924.7438709
don_panchito,chivato,717.5352997
tucson_1_F,gitana,916.4967596
tucson_2_F,gitana,902.0592848
tucson_3_F,gitana,915.2432904
tucson_4_F,gitana,915.6449678
huachuca_1_F,gitana,817.178493
tucson_5_F,gitana,913.234272
tucson_6_F,gitana,925.7899335
coronado,gitana,809.0340478
huachuca_2_F,gitana,819.9883689
huachuca_3_F,gitana,812.2681165
huachuca_4_F,gitana,836.4735214
organ_pipe,gitana,929.6361287
rincon,gitana,900.4682099
big_hatchet,gitana,855.7051855
silver_city_2_F,gitana,990.4690706
peloncillo_1_F,gitana,857.5512657
silver_city_1_F,gitana,987.468292
silver_city_3_F,gitana,985.1158361
fort_huachuca,gitana,832.2259199
chiricahua_1_F,gitana,884.1009349
chiricahua_2_F,gitana,871.978927
huachuca_5_F,gitana,819.8667671
silver_city_4_F,gitana,962.1874483
cdmx_1_F,gitana,518.8870024
cdmx_3_F,gitana,536.9132084
cdmx_2_F,gitana,535.3039546
azedon,gitana,8.689553913
carmen,gitana,244.2003013
chivato,gitana,0.781358393
gitana,gitana,0
la_capilla,gitana,63.55426621
las_cuevas,gitana,70.01170184
pinacate,gitana,906.1871895
juxtlahuaca,gitana,1350.543987
navachiste,gitana,188.6692724
atoyac,gitana,812.9849991
mariana,gitana,617.9931091
organ_pipe_1_h2o,gitana,920.9587107
organ_pipe_2_h2o,gitana,925.9706213
organ_pipe_satellite,gitana,915.6750128
organ_pipe_3_h2o,gitana,924.2213768
don_panchito,gitana,717.6822568
tucson_1_F,la_capilla,967.9803215
tucson_2_F,la_capilla,953.3490992
tucson_3_F,la_capilla,966.4631744
tucson_4_F,la_capilla,967.238697
huachuca_1_F,la_capilla,866.6181731
tucson_5_F,la_capilla,965.6756182
tucson_6_F,la_capilla,978.6926456
coronado,la_capilla,858.6501578
huachuca_2_F,la_capilla,869.567372
huachuca_3_F,la_capilla,861.6745303
huachuca_4_F,la_capilla,887.0375149
organ_pipe,la_capilla,987.3399522
rincon,la_capilla,951.6111371
big_hatchet,la_capilla,896.2223523
silver_city_2_F,la_capilla,1031.187044
peloncillo_1_F,la_capilla,901.0212874
silver_city_1_F,la_capilla,1028.472268
silver_city_3_F,la_capilla,1026.090455
fort_huachuca,la_capilla,882.5477433
chiricahua_1_F,la_capilla,929.5222992
chiricahua_2_F,la_capilla,916.6310954
huachuca_5_F,la_capilla,869.6183619
silver_city_4_F,la_capilla,1003.22011
cdmx_1_F,la_capilla,483.5947288
cdmx_3_F,la_capilla,502.3709093
cdmx_2_F,la_capilla,500.0112396
azedon,la_capilla,65.04504729
carmen,la_capilla,306.0313866
chivato,la_capilla,63.34049765
gitana,la_capilla,63.55426621
la_capilla,la_capilla,0
las_cuevas,la_capilla,10.13794798
pinacate,la_capilla,965.9917159
juxtlahuaca,la_capilla,1290.17495
navachiste,la_capilla,215.6381608
atoyac,la_capilla,752.182811
mariana,la_capilla,671.1504185
organ_pipe_1_h2o,la_capilla,978.6753661
organ_pipe_2_h2o,la_capilla,984.0927003
organ_pipe_satellite,la_capilla,973.78406
organ_pipe_3_h2o,la_capilla,981.8582823
don_panchito,la_capilla,654.4310676
tucson_1_F,las_cuevas,977.5664969
tucson_2_F,las_cuevas,962.9507975
tucson_3_F,las_cuevas,976.0715382
tucson_4_F,las_cuevas,976.8153201
huachuca_1_F,las_cuevas,876.3544045
tucson_5_F,las_cuevas,975.1749359
tucson_6_F,las_cuevas,988.1475646
coronado,las_cuevas,868.3736226
huachuca_2_F,las_cuevas,879.2942173
huachuca_3_F,las_cuevas,871.4126732
huachuca_4_F,las_cuevas,896.6933023
organ_pipe,las_cuevas,996.1433471
rincon,las_cuevas,961.2249546
big_hatchet,las_cuevas,906.32131
silver_city_2_F,las_cuevas,1041.285637
peloncillo_1_F,las_cuevas,911.0487719
silver_city_1_F,las_cuevas,1038.56552
silver_city_3_F,las_cuevas,1036.184214
fort_huachuca,las_cuevas,892.2217326
chiricahua_1_F,las_cuevas,939.4802936
chiricahua_2_F,las_cuevas,926.6187885
huachuca_5_F,las_cuevas,879.3331086
silver_city_4_F,las_cuevas,1013.312239
cdmx_1_F,las_cuevas,473.5038425
cdmx_3_F,las_cuevas,492.2932658
cdmx_2_F,las_cuevas,489.918614
azedon,las_cuevas,72.42792837
carmen,las_cuevas,313.6439296
chivato,las_cuevas,69.71094717
gitana,las_cuevas,70.01170184
la_capilla,las_cuevas,10.13794798
las_cuevas,las_cuevas,0
pinacate,las_cuevas,974.3397728
juxtlahuaca,las_cuevas,1287.165731
navachiste,las_cuevas,225.7620118
atoyac,las_cuevas,749.0248251
mariana,las_cuevas,680.5509147
organ_pipe_1_h2o,las_cuevas,987.4759106
organ_pipe_2_h2o,las_cuevas,992.8172247
organ_pipe_satellite,las_cuevas,982.5105146
organ_pipe_3_h2o,las_cuevas,990.6735047
don_panchito,las_cuevas,649.380543
tucson_1_F,pinacate,262.3315602
tucson_2_F,pinacate,265.1355616
tucson_3_F,pinacate,268.6269547
tucson_4_F,pinacate,259.461017
huachuca_1_F,pinacate,308.9747498
tucson_5_F,pinacate,237.6610445
tucson_6_F,pinacate,227.7055155
coronado,pinacate,306.5707388
huachuca_2_F,pinacate,305.6688797
huachuca_3_F,pinacate,310.38613
huachuca_4_F,pinacate,282.3291999
organ_pipe,pinacate,85.23926183
rincon,pinacate,268.5378761
big_hatchet,pinacate,480.1715891
silver_city_2_F,pinacate,513.162722
peloncillo_1_F,pinacate,426.8356005
silver_city_1_F,pinacate,506.6109834
silver_city_3_F,pinacate,506.2597933
fort_huachuca,pinacate,288.1624163
chiricahua_1_F,pinacate,392.2065296
chiricahua_2_F,pinacate,405.848898
huachuca_5_F,pinacate,302.0444032
silver_city_4_F,pinacate,496.8459726
cdmx_1_F,pinacate,1371.072036
cdmx_3_F,pinacate,1384.916098
cdmx_2_F,pinacate,1386.091579
azedon,pinacate,902.3454505
carmen,pinacate,663.4909059
chivato,pinacate,906.6539381
gitana,pinacate,906.1871895
la_capilla,pinacate,965.9917159
las_cuevas,pinacate,974.3397728
pinacate,pinacate,0
juxtlahuaca,pinacate,2136.07779
navachiste,pinacate,806.5058223
atoyac,pinacate,1631.497568
mariana,pinacate,343.4188478
organ_pipe_1_h2o,pinacate,82.56987228
organ_pipe_2_h2o,pinacate,69.68429614
organ_pipe_satellite,pinacate,67.72718913
organ_pipe_3_h2o,pinacate,86.05152078
don_panchito,pinacate,1583.266595
tucson_1_F,juxtlahuaca,2020.199422
tucson_2_F,juxtlahuaca,2005.349134
tucson_3_F,juxtlahuaca,2015.484861
tucson_4_F,juxtlahuaca,2021.010603
huachuca_1_F,juxtlahuaca,1910.740403
tucson_5_F,juxtlahuaca,2030.800941
tucson_6_F,juxtlahuaca,2048.067237
coronado,juxtlahuaca,1906.371623
huachuca_2_F,juxtlahuaca,1914.79489
huachuca_3_F,juxtlahuaca,1906.339509
huachuca_4_F,juxtlahuaca,1940.98812
organ_pipe,juxtlahuaca,2123.012707
rincon,juxtlahuaca,2001.996711
big_hatchet,juxtlahuaca,1828.81474
silver_city_2_F,juxtlahuaca,1932.858356
peloncillo_1_F,juxtlahuaca,1867.147281
silver_city_1_F,juxtlahuaca,1934.437108
silver_city_3_F,juxtlahuaca,1932.228573
fort_huachuca,juxtlahuaca,1934.344221
chiricahua_1_F,juxtlahuaca,1912.647149
chiricahua_2_F,juxtlahuaca,1893.267416
huachuca_5_F,juxtlahuaca,1916.898149
silver_city_4_F,juxtlahuaca,1915.425348
cdmx_1_F,juxtlahuaca,1278.903229
cdmx_3_F,juxtlahuaca,1288.337291
cdmx_2_F,juxtlahuaca,1280.823342
azedon,juxtlahuaca,1348.799792
carmen,juxtlahuaca,1561.348634
chivato,juxtlahuaca,1350.56575
gitana,juxtlahuaca,1350.543987
la_capilla,juxtlahuaca,1290.17495
las_cuevas,juxtlahuaca,1287.165731
pinacate,juxtlahuaca,2136.07779
juxtlahuaca,juxtlahuaca,0
navachiste,juxtlahuaca,1359.671965
atoyac,juxtlahuaca,538.2846076
mariana,juxtlahuaca,1793.284442
organ_pipe_1_h2o,juxtlahuaca,2115.379725
organ_pipe_2_h2o,juxtlahuaca,2126.357634
organ_pipe_satellite,juxtlahuaca,2116.815504
organ_pipe_3_h2o,juxtlahuaca,2117.068071
don_panchito,juxtlahuaca,667.6429865
tucson_1_F,navachiste,772.564825
tucson_2_F,navachiste,757.5356002
tucson_3_F,navachiste,770.3665594
tucson_4_F,navachiste,772.1236039
huachuca_1_F,navachiste,667.0041307
tucson_5_F,navachiste,772.9501197
tucson_6_F,navachiste,787.2338088
coronado,navachiste,659.5061924
huachuca_2_F,navachiste,670.2450629
huachuca_3_F,navachiste,662.02692
huachuca_4_F,navachiste,689.9180612
organ_pipe,navachiste,814.8492449
rincon,navachiste,755.4287944
big_hatchet,navachiste,683.4393594
silver_city_2_F,navachiste,818.3041775
peloncillo_1_F,navachiste,691.1446098
silver_city_1_F,navachiste,815.820425
silver_city_3_F,navachiste,813.4189677
fort_huachuca,navachiste,684.8696467
chiricahua_1_F,navachiste,722.11792
chiricahua_2_F,navachiste,708.1962817
huachuca_5_F,navachiste,670.6932637
silver_city_4_F,navachiste,790.6365337
cdmx_1_F,navachiste,699.1048934
cdmx_3_F,navachiste,717.7884427
cdmx_2_F,navachiste,715.5307742
azedon,navachiste,180.1349951
carmen,navachiste,216.5314823
chivato,navachiste,189.45061
gitana,navachiste,188.6692724
la_capilla,navachiste,215.6381608
las_cuevas,navachiste,225.7620118
pinacate,navachiste,806.5058223
juxtlahuaca,navachiste,1359.671965
navachiste,navachiste,0
atoyac,navachiste,835.6736582
mariana,navachiste,484.8683918
organ_pipe_1_h2o,navachiste,806.3606023
organ_pipe_2_h2o,navachiste,813.86931
organ_pipe_satellite,navachiste,803.6250911
organ_pipe_3_h2o,navachiste,809.0914165
don_panchito,navachiste,776.8771523
tucson_1_F,atoyac,1545.493084
tucson_2_F,atoyac,1530.254914
tucson_3_F,atoyac,1541.531927
tucson_4_F,atoyac,1545.893776
huachuca_1_F,atoyac,1434.683724
tucson_5_F,atoyac,1552.798012
tucson_6_F,atoyac,1569.357354
coronado,atoyac,1429.188742
huachuca_2_F,atoyac,1438.583378
huachuca_3_F,atoyac,1429.978825
huachuca_4_F,atoyac,1463.30942
organ_pipe,atoyac,1627.627204
rincon,atoyac,1527.249398
big_hatchet,atoyac,1380.204147
silver_city_2_F,atoyac,1498.583781
peloncillo_1_F,atoyac,1410.874518
silver_city_1_F,atoyac,1498.939195
silver_city_3_F,atoyac,1496.573694
fort_huachuca,atoyac,1457.028125
chiricahua_1_F,atoyac,1453.565289
chiricahua_2_F,atoyac,1435.195637
huachuca_5_F,atoyac,1440.205701
silver_city_4_F,atoyac,1477.144728
cdmx_1_F,atoyac,796.4491982
cdmx_3_F,atoyac,809.7529573
cdmx_2_F,atoyac,802.2163661
azedon,atoyac,811.487679
carmen,atoyac,1029.516949
chivato,atoyac,812.9859858
gitana,atoyac,812.9849991
la_capilla,atoyac,752.182811
las_cuevas,atoyac,749.0248251
pinacate,atoyac,1631.497568
juxtlahuaca,atoyac,538.2846076
navachiste,atoyac,835.6736582
atoyac,atoyac,0
mariana,atoyac,1293.419793
organ_pipe_1_h2o,atoyac,1619.569684
organ_pipe_2_h2o,atoyac,1629.219441
organ_pipe_satellite,atoyac,1619.297824
organ_pipe_3_h2o,atoyac,1621.699837
don_panchito,atoyac,173.4863424
tucson_1_F,mariana,299.9228878
tucson_2_F,mariana,285.9901902
tucson_3_F,mariana,299.253918
tucson_4_F,mariana,298.8612028
huachuca_1_F,mariana,210.4414604
tucson_5_F,mariana,295.377528
tucson_6_F,mariana,307.7992655
coronado,mariana,201.6410295
huachuca_2_F,mariana,212.3205416
huachuca_3_F,mariana,205.9667053
huachuca_4_F,mariana,223.5091103
organ_pipe,mariana,334.5774862
rincon,mariana,284.772731
big_hatchet,mariana,321.7900129
silver_city_2_F,mariana,436.2320394
peloncillo_1_F,mariana,294.563358
silver_city_1_F,mariana,431.1220183
silver_city_3_F,mariana,429.2405353
fort_huachuca,mariana,220.3879447
chiricahua_1_F,mariana,301.2227584
chiricahua_2_F,mariana,296.6389675
huachuca_5_F,mariana,211.2453806
silver_city_4_F,mariana,408.1398124
cdmx_1_F,mariana,1122.187849
cdmx_3_F,mariana,1138.475341
cdmx_2_F,mariana,1138.204671
azedon,mariana,612.34426
carmen,mariana,396.9501016
chivato,mariana,618.6007944
gitana,mariana,617.9931091
la_capilla,mariana,671.1504185
las_cuevas,mariana,680.5509147
pinacate,mariana,343.4188478
juxtlahuaca,mariana,1793.284442
navachiste,mariana,484.8683918
atoyac,mariana,1293.419793
mariana,mariana,0
organ_pipe_1_h2o,mariana,326.4009904
organ_pipe_2_h2o,mariana,335.8048189
organ_pipe_satellite,mariana,325.8786972
organ_pipe_3_h2o,mariana,328.6767412
don_panchito,mariana,1254.685734
tucson_1_F,organ_pipe_1_h2o,183.1809925
tucson_2_F,organ_pipe_1_h2o,187.7440268
tucson_3_F,organ_pipe_1_h2o,189.700466
tucson_4_F,organ_pipe_1_h2o,180.3644734
huachuca_1_F,organ_pipe_1_h2o,245.0019105
tucson_5_F,organ_pipe_1_h2o,158.564061
tucson_6_F,organ_pipe_1_h2o,147.0628594
coronado,organ_pipe_1_h2o,244.2910578
huachuca_2_F,organ_pipe_1_h2o,241.2920657
huachuca_3_F,organ_pipe_1_h2o,247.2953647
huachuca_4_F,organ_pipe_1_h2o,215.6493618
organ_pipe,organ_pipe_1_h2o,8.683938725
rincon,organ_pipe_1_h2o,191.3819726
big_hatchet,organ_pipe_1_h2o,410.0810868
silver_city_2_F,organ_pipe_1_h2o,433.5230134
peloncillo_1_F,organ_pipe_1_h2o,356.0002908
silver_city_1_F,organ_pipe_1_h2o,426.9939782
silver_city_3_F,organ_pipe_1_h2o,426.7581795
fort_huachuca,organ_pipe_1_h2o,222.0983029
chiricahua_1_F,organ_pipe_1_h2o,318.1687887
chiricahua_2_F,organ_pipe_1_h2o,333.2501386
huachuca_5_F,organ_pipe_1_h2o,237.8377713
silver_city_4_F,organ_pipe_1_h2o,418.4538225
cdmx_1_F,organ_pipe_1_h2o,1401.022474
cdmx_3_F,organ_pipe_1_h2o,1415.630052
cdmx_2_F,organ_pipe_1_h2o,1416.390252
azedon,organ_pipe_1_h2o,916.4354606
carmen,organ_pipe_1_h2o,682.3526603
chivato,organ_pipe_1_h2o,921.4794436
gitana,organ_pipe_1_h2o,920.9587107
la_capilla,organ_pipe_1_h2o,978.6753661
las_cuevas,organ_pipe_1_h2o,987.4759106
pinacate,organ_pipe_1_h2o,82.56987228
juxtlahuaca,organ_pipe_1_h2o,2115.379725
navachiste,organ_pipe_1_h2o,806.3606023
atoyac,organ_pipe_1_h2o,1619.569684
mariana,organ_pipe_1_h2o,326.4009904
organ_pipe_1_h2o,organ_pipe_1_h2o,0
organ_pipe_2_h2o,organ_pipe_1_h2o,15.59704144
organ_pipe_satellite,organ_pipe_1_h2o,15.02987069
organ_pipe_3_h2o,organ_pipe_1_h2o,4.289655111
don_panchito,organ_pipe_1_h2o,1580.036577
tucson_1_F,organ_pipe_2_h2o,198.5031703
tucson_2_F,organ_pipe_2_h2o,203.2426987
tucson_3_F,organ_pipe_2_h2o,205.0474834
tucson_4_F,organ_pipe_2_h2o,195.6969273
huachuca_1_F,organ_pipe_2_h2o,260.1718066
tucson_5_F,organ_pipe_2_h2o,173.9191987
tucson_6_F,organ_pipe_2_h2o,162.1374902
coronado,organ_pipe_2_h2o,259.3245997
huachuca_2_F,organ_pipe_2_h2o,256.4877064
huachuca_3_F,organ_pipe_2_h2o,262.3995373
huachuca_4_F,organ_pipe_2_h2o,230.9756307
organ_pipe,organ_pipe_2_h2o,15.61253143
rincon,organ_pipe_2_h2o,206.894111
big_hatchet,organ_pipe_2_h2o,425.646415
silver_city_2_F,organ_pipe_2_h2o,448.6450182
peloncillo_1_F,organ_pipe_2_h2o,371.5759818
silver_city_1_F,organ_pipe_2_h2o,442.1217937
silver_city_3_F,organ_pipe_2_h2o,441.907047
fort_huachuca,organ_pipe_2_h2o,237.3909726
chiricahua_1_F,organ_pipe_2_h2o,333.7591303
chiricahua_2_F,organ_pipe_2_h2o,348.8464988
huachuca_5_F,organ_pipe_2_h2o,253.0161724
silver_city_4_F,organ_pipe_2_h2o,433.7687662
cdmx_1_F,organ_pipe_2_h2o,1403.3547
cdmx_3_F,organ_pipe_2_h2o,1417.814134
cdmx_2_F,organ_pipe_2_h2o,1418.65715
azedon,organ_pipe_2_h2o,921.5671567
carmen,organ_pipe_2_h2o,686.4289704
chivato,organ_pipe_2_h2o,926.4819391
gitana,organ_pipe_2_h2o,925.9706213
la_capilla,organ_pipe_2_h2o,984.0927003
las_cuevas,organ_pipe_2_h2o,992.8172247
pinacate,organ_pipe_2_h2o,69.68429614
juxtlahuaca,organ_pipe_2_h2o,2126.357634
navachiste,organ_pipe_2_h2o,813.86931
atoyac,organ_pipe_2_h2o,1629.219441
mariana,organ_pipe_2_h2o,335.8048189
organ_pipe_1_h2o,organ_pipe_2_h2o,15.59704144
organ_pipe_2_h2o,organ_pipe_2_h2o,0
organ_pipe_satellite,organ_pipe_2_h2o,10.31421453
organ_pipe_3_h2o,organ_pipe_2_h2o,17.67497334
don_panchito,organ_pipe_2_h2o,1588.330813
tucson_1_F,organ_pipe_satellite,196.568304
tucson_2_F,organ_pipe_satellite,200.5687267
tucson_3_F,organ_pipe_satellite,203.0214728
tucson_4_F,organ_pipe_satellite,193.7299279
huachuca_1_F,organ_pipe_satellite,254.2975
tucson_5_F,organ_pipe_satellite,171.89688
tucson_6_F,organ_pipe_satellite,160.9410861
coronado,organ_pipe_satellite,253.1627276
huachuca_2_F,organ_pipe_satellite,250.6764507
huachuca_3_F,organ_pipe_satellite,256.3788128
huachuca_4_F,organ_pipe_satellite,225.5320393
organ_pipe,organ_pipe_satellite,20.10826752
rincon,organ_pipe_satellite,204.1396899
big_hatchet,organ_pipe_satellite,421.1928504
silver_city_2_F,organ_pipe_satellite,447.202785
peloncillo_1_F,organ_pipe_satellite,367.2442924
silver_city_1_F,organ_pipe_satellite,440.6652926
silver_city_3_F,organ_pipe_satellite,440.3942473
fort_huachuca,organ_pipe_satellite,231.844957
chiricahua_1_F,organ_pipe_satellite,330.2063172
chiricahua_2_F,organ_pipe_satellite,344.9227607
huachuca_5_F,organ_pipe_satellite,247.1672422
silver_city_4_F,organ_pipe_satellite,431.7590404
cdmx_1_F,organ_pipe_satellite,1393.336538
cdmx_3_F,organ_pipe_satellite,1407.820174
cdmx_2_F,organ_pipe_satellite,1408.649623
azedon,organ_pipe_satellite,911.2668263
carmen,organ_pipe_satellite,676.1893647
chivato,organ_pipe_satellite,916.1867312
gitana,organ_pipe_satellite,915.6750128
la_capilla,organ_pipe_satellite,973.78406
las_cuevas,organ_pipe_satellite,982.5105146
pinacate,organ_pipe_satellite,67.72718913
juxtlahuaca,organ_pipe_satellite,2116.815504
navachiste,organ_pipe_satellite,803.6250911
atoyac,organ_pipe_satellite,1619.297824
mariana,organ_pipe_satellite,325.8786972
organ_pipe_1_h2o,organ_pipe_satellite,15.02987069
organ_pipe_2_h2o,organ_pipe_satellite,10.31421453
organ_pipe_satellite,organ_pipe_satellite,0
organ_pipe_3_h2o,organ_pipe_satellite,18.91325709
don_panchito,organ_pipe_satellite,1578.16617
tucson_1_F,organ_pipe_3_h2o,180.848702
tucson_2_F,organ_pipe_3_h2o,185.7034836
tucson_3_F,organ_pipe_3_h2o,187.4008318
tucson_4_F,organ_pipe_3_h2o,178.0457568
huachuca_1_F,organ_pipe_3_h2o,244.4102927
tucson_5_F,organ_pipe_3_h2o,156.2775355
tucson_6_F,organ_pipe_3_h2o,144.466644
coronado,organ_pipe_3_h2o,243.853599
huachuca_2_F,organ_pipe_3_h2o,240.6698787
huachuca_3_F,organ_pipe_3_h2o,246.7798474
huachuca_4_F,organ_pipe_3_h2o,214.8564633
organ_pipe,organ_pipe_3_h2o,5.947748032
rincon,organ_pipe_3_h2o,189.3725724
big_hatchet,organ_pipe_3_h2o,408.7360089
silver_city_2_F,organ_pipe_3_h2o,430.9725931
peloncillo_1_F,organ_pipe_3_h2o,354.6113757
silver_city_1_F,organ_pipe_3_h2o,424.4489137
silver_city_3_F,organ_pipe_3_h2o,424.2329163
fort_huachuca,organ_pipe_3_h2o,221.352683
chiricahua_1_F,organ_pipe_3_h2o,316.4481625
chiricahua_2_F,organ_pipe_3_h2o,331.6856258
huachuca_5_F,organ_pipe_3_h2o,237.2378431
silver_city_4_F,organ_pipe_3_h2o,416.1081322
cdmx_1_F,organ_pipe_3_h2o,1404.717527
cdmx_3_F,organ_pipe_3_h2o,1419.345699
cdmx_2_F,organ_pipe_3_h2o,1420.094345
azedon,organ_pipe_3_h2o,919.6755108
carmen,organ_pipe_3_h2o,685.7921784
chivato,organ_pipe_3_h2o,924.7438709
gitana,organ_pipe_3_h2o,924.2213768
la_capilla,organ_pipe_3_h2o,981.8582823
las_cuevas,organ_pipe_3_h2o,990.6735047
pinacate,organ_pipe_3_h2o,86.05152078
juxtlahuaca,organ_pipe_3_h2o,2117.068071
navachiste,organ_pipe_3_h2o,809.0914165
atoyac,organ_pipe_3_h2o,1621.699837
mariana,organ_pipe_3_h2o,328.6767412
organ_pipe_1_h2o,organ_pipe_3_h2o,4.289655111
organ_pipe_2_h2o,organ_pipe_3_h2o,17.67497334
organ_pipe_satellite,organ_pipe_3_h2o,18.91325709
organ_pipe_3_h2o,organ_pipe_3_h2o,0
don_panchito,organ_pipe_3_h2o,1582.551207
tucson_1_F,don_panchito,1524.831084
tucson_2_F,don_panchito,1509.515314
tucson_3_F,don_panchito,1521.514147
tucson_4_F,don_panchito,1524.905404
huachuca_1_F,don_panchito,1414.697965
tucson_5_F,don_panchito,1529.429368
tucson_6_F,don_panchito,1545.189064
coronado,don_panchito,1408.395239
huachuca_2_F,don_panchito,1418.409017
huachuca_3_F,don_panchito,1409.830105
huachuca_4_F,don_panchito,1441.556626
organ_pipe,don_panchito,1588.392727
rincon,don_panchito,1506.826054
big_hatchet,don_panchito,1381.216331
silver_city_2_F,don_panchito,1506.580277
peloncillo_1_F,don_panchito,1406.043993
silver_city_1_F,don_panchito,1506.171932
silver_city_3_F,don_panchito,1503.75096
fort_huachuca,don_panchito,1435.667648
chiricahua_1_F,don_panchito,1445.98216
chiricahua_2_F,don_panchito,1428.653828
huachuca_5_F,don_panchito,1419.620648
silver_city_4_F,don_panchito,1483.02707
cdmx_1_F,don_panchito,629.2680533
cdmx_3_F,don_panchito,641.6307324
cdmx_2_F,don_panchito,634.0580742
azedon,don_panchito,717.8398329
carmen,don_panchito,950.4322996
chivato,don_panchito,717.5352997
gitana,don_panchito,717.6822568
la_capilla,don_panchito,654.4310676
las_cuevas,don_panchito,649.380543
pinacate,don_panchito,1583.266595
juxtlahuaca,don_panchito,667.6429865
navachiste,don_panchito,776.8771523
atoyac,don_panchito,173.4863424
mariana,don_panchito,1254.685734
organ_pipe_1_h2o,don_panchito,1580.036577
organ_pipe_2_h2o,don_panchito,1588.330813
organ_pipe_satellite,don_panchito,1578.16617
organ_pipe_3_h2o,don_panchito,1582.551207
don_panchito,don_panchito,0
